creative_id,campaign_id,creative_name,format,bitrate_kbps,duration_sec
CR-000858,CMP-286,CMP-286 Creative 3,VOD,8086,30
CR-000859,CMP-287,CMP-287 Creative 1,Live,7152,30
CR-000860,CMP-287,CMP-287 Creative 2,VOD,6552,30
CR-000861,CMP-287,CMP-287 Creative 3,Live,9478,30
CR-000862,CMP-288,CMP-288 Creative 1,VOD,13401,15
CR-000863,CMP-288,CMP-288 Creative 2,Live,12232,60
CR-000864,CMP-288,CMP-288 Creative 3,VOD,7931,30
CR-000865,CMP-289,CMP-289 Creative 1,Live,10873,30
CR-000866,CMP-289,CMP-289 Creative 2,VOD,5632,30
CR-000867,CMP-289,CMP-289 Creative 3,Live,8800,30
CR-000868,CMP-290,CMP-290 Creative 1,VOD,8367,30
CR-000869,CMP-290,CMP-290 Creative 2,Live,9300,15
CR-000870,CMP-290,CMP-290 Creative 3,VOD,5055,15
CR-000871,CMP-291,CMP-291 Creative 1,Live,9952,15
CR-000872,CMP-291,CMP-291 Creative 2,VOD,9792,60
CR-000873,CMP-291,CMP-291 Creative 3,Live,9717,15
CR-000874,CMP-292,CMP-292 Creative 1,VOD,13143,30
CR-000875,CMP-292,CMP-292 Creative 2,Live,6591,15
CR-000876,CMP-292,CMP-292 Creative 3,VOD,8230,60
CR-000877,CMP-293,CMP-293 Creative 1,Live,12968,30
CR-000878,CMP-293,CMP-293 Creative 2,VOD,6148,30
CR-000879,CMP-293,CMP-293 Creative 3,Live,5388,60
CR-000880,CMP-294,CMP-294 Creative 1,VOD,10173,15
CR-000881,CMP-294,CMP-294 Creative 2,Live,6988,30
CR-000882,CMP-294,CMP-294 Creative 3,VOD,6220,30
CR-000883,CMP-295,CMP-295 Creative 1,Live,6654,60
CR-000884,CMP-295,CMP-295 Creative 2,VOD,12452,30
CR-000885,CMP-295,CMP-295 Creative 3,Live,10477,60
CR-000886,CMP-296,CMP-296 Creative 1,VOD,14298,60
CR-000887,CMP-296,CMP-296 Creative 2,Live,5601,15
CR-000888,CMP-296,CMP-296 Creative 3,VOD,9274,30
CR-000889,CMP-297,CMP-297 Creative 1,Live,14366,30
CR-000890,CMP-297,CMP-297 Creative 2,VOD,7690,30
CR-000891,CMP-297,CMP-297 Creative 3,Live,10851,15
CR-000892,CMP-298,CMP-298 Creative 1,VOD,11656,60
CR-000893,CMP-298,CMP-298 Creative 2,Live,9241,15
CR-000894,CMP-298,CMP-298 Creative 3,VOD,11825,60
CR-000895,CMP-299,CMP-299 Creative 1,Live,8522,60
CR-000896,CMP-299,CMP-299 Creative 2,VOD,12576,15
CR-000897,CMP-299,CMP-299 Creative 3,Live,13768,15
CR-000898,CMP-300,CMP-300 Creative 1,VOD,12116,30
CR-000899,CMP-300,CMP-300 Creative 2,Live,14077,60
CR-000900,CMP-300,CMP-300 Creative 3,VOD,13914,15
CR-000901,CMP-301,CMP-301 Creative 1,Live,13912,30
CR-000902,CMP-301,CMP-301 Creative 2,VOD,12204,15
CR-000903,CMP-301,CMP-301 Creative 3,Live,10687,60
CR-000904,CMP-302,CMP-302 Creative 1,VOD,9823,30
CR-000905,CMP-302,CMP-302 Creative 2,Live,5922,15
CR-000906,CMP-302,CMP-302 Creative 3,VOD,12128,30
CR-000907,CMP-303,CMP-303 Creative 1,Live,9982,15
CR-000908,CMP-303,CMP-303 Creative 2,VOD,7169,30
CR-000909,CMP-303,CMP-303 Creative 3,Live,10454,60
CR-000910,CMP-304,CMP-304 Creative 1,VOD,6649,30
CR-000911,CMP-304,CMP-304 Creative 2,Live,10989,30
CR-000912,CMP-304,CMP-304 Creative 3,VOD,11325,15
CR-000913,CMP-305,CMP-305 Creative 1,Live,9576,60
CR-000914,CMP-305,CMP-305 Creative 2,VOD,11215,30
CR-000915,CMP-305,CMP-305 Creative 3,Live,7912,60
CR-000916,CMP-306,CMP-306 Creative 1,VOD,13004,30
CR-000917,CMP-306,CMP-306 Creative 2,Live,10687,15
CR-000918,CMP-306,CMP-306 Creative 3,VOD,10737,15
CR-000919,CMP-307,CMP-307 Creative 1,Live,14361,60
CR-000920,CMP-307,CMP-307 Creative 2,VOD,12773,60
CR-000921,CMP-307,CMP-307 Creative 3,Live,9431,30
CR-000922,CMP-308,CMP-308 Creative 1,VOD,7899,30
CR-000923,CMP-308,CMP-308 Creative 2,Live,12548,60
CR-000924,CMP-308,CMP-308 Creative 3,VOD,10685,60
CR-000925,CMP-309,CMP-309 Creative 1,Live,14316,15
CR-000926,CMP-309,CMP-309 Creative 2,VOD,7405,15
CR-000927,CMP-309,CMP-309 Creative 3,Live,11878,60
CR-000928,CMP-310,CMP-310 Creative 1,VOD,10721,15
CR-000929,CMP-310,CMP-310 Creative 2,Live,13848,15
CR-000930,CMP-310,CMP-310 Creative 3,VOD,10712,15
CR-000931,CMP-311,CMP-311 Creative 1,Live,13592,30
CR-000932,CMP-311,CMP-311 Creative 2,VOD,12725,15
CR-000933,CMP-311,CMP-311 Creative 3,Live,8584,60
CR-000934,CMP-312,CMP-312 Creative 1,VOD,12510,15
CR-000935,CMP-312,CMP-312 Creative 2,Live,8103,60
CR-000936,CMP-312,CMP-312 Creative 3,VOD,11045,30
CR-000937,CMP-313,CMP-313 Creative 1,Live,8719,30
CR-000938,CMP-313,CMP-313 Creative 2,VOD,8572,15
CR-000939,CMP-313,CMP-313 Creative 3,Live,7089,60
CR-000940,CMP-314,CMP-314 Creative 1,VOD,10846,30
CR-000941,CMP-314,CMP-314 Creative 2,Live,5755,15
CR-000942,CMP-314,CMP-314 Creative 3,VOD,7150,15
CR-000943,CMP-315,CMP-315 Creative 1,Live,14362,30
CR-000944,CMP-315,CMP-315 Creative 2,VOD,13165,60
CR-000945,CMP-315,CMP-315 Creative 3,Live,12285,60
CR-000946,CMP-316,CMP-316 Creative 1,VOD,12371,30
CR-000947,CMP-316,CMP-316 Creative 2,Live,10629,30
CR-000948,CMP-316,CMP-316 Creative 3,VOD,11048,60
CR-000949,CMP-317,CMP-317 Creative 1,Live,11016,30
CR-000950,CMP-317,CMP-317 Creative 2,VOD,12502,60
CR-000951,CMP-317,CMP-317 Creative 3,Live,7812,15
CR-000952,CMP-318,CMP-318 Creative 1,VOD,10799,30
CR-000953,CMP-318,CMP-318 Creative 2,Live,12550,15
CR-000954,CMP-318,CMP-318 Creative 3,VOD,6397,60
CR-000955,CMP-319,CMP-319 Creative 1,Live,12290,60
CR-000956,CMP-319,CMP-319 Creative 2,VOD,13170,15
CR-000957,CMP-319,CMP-319 Creative 3,Live,6102,15
CR-000958,CMP-320,CMP-320 Creative 1,VOD,11087,15
CR-000959,CMP-320,CMP-320 Creative 2,Live,7534,60
CR-000960,CMP-320,CMP-320 Creative 3,VOD,8143,60
CR-000961,CMP-321,CMP-321 Creative 1,Live,8262,30
CR-000962,CMP-321,CMP-321 Creative 2,VOD,6715,30
CR-000963,CMP-321,CMP-321 Creative 3,Live,12888,30
CR-000964,CMP-322,CMP-322 Creative 1,VOD,13793,30
CR-000965,CMP-322,CMP-322 Creative 2,Live,9671,30
CR-000966,CMP-322,CMP-322 Creative 3,VOD,11293,30
CR-000967,CMP-323,CMP-323 Creative 1,Live,5429,15
CR-000968,CMP-323,CMP-323 Creative 2,VOD,6365,60
CR-000969,CMP-323,CMP-323 Creative 3,Live,10717,15
CR-000970,CMP-324,CMP-324 Creative 1,VOD,12859,30
CR-000971,CMP-324,CMP-324 Creative 2,Live,14140,15
CR-000972,CMP-324,CMP-324 Creative 3,VOD,6849,60
CR-000973,CMP-325,CMP-325 Creative 1,Live,6380,60
CR-000974,CMP-325,CMP-325 Creative 2,VOD,6045,60
CR-000975,CMP-325,CMP-325 Creative 3,Live,7940,30
CR-000976,CMP-326,CMP-326 Creative 1,VOD,8353,15
CR-000977,CMP-326,CMP-326 Creative 2,Live,10570,15
CR-000978,CMP-326,CMP-326 Creative 3,VOD,6583,15
CR-000979,CMP-327,CMP-327 Creative 1,Live,8513,15
CR-000980,CMP-327,CMP-327 Creative 2,VOD,11137,30
CR-000981,CMP-327,CMP-327 Creative 3,Live,6784,30
CR-000982,CMP-328,CMP-328 Creative 1,VOD,13745,30
CR-000983,CMP-328,CMP-328 Creative 2,Live,11016,60
CR-000984,CMP-328,CMP-328 Creative 3,VOD,11512,15
CR-000985,CMP-329,CMP-329 Creative 1,Live,5778,15
CR-000986,CMP-329,CMP-329 Creative 2,VOD,11333,30
CR-000987,CMP-329,CMP-329 Creative 3,Live,8026,60
CR-000988,CMP-330,CMP-330 Creative 1,VOD,8260,15
CR-000989,CMP-330,CMP-330 Creative 2,Live,9632,30
CR-000990,CMP-330,CMP-330 Creative 3,VOD,10567,15
CR-000991,CMP-331,CMP-331 Creative 1,Live,8048,60
CR-000992,CMP-331,CMP-331 Creative 2,VOD,12415,15
CR-000993,CMP-331,CMP-331 Creative 3,Live,5746,15
CR-000994,CMP-332,CMP-332 Creative 1,VOD,5433,15
CR-000995,CMP-332,CMP-332 Creative 2,Live,9083,15
CR-000996,CMP-332,CMP-332 Creative 3,VOD,10428,30
CR-000997,CMP-333,CMP-333 Creative 1,Live,5777,60
CR-000998,CMP-333,CMP-333 Creative 2,VOD,12379,30
CR-000999,CMP-333,CMP-333 Creative 3,Live,5256,30
CR-001000,CMP-334,CMP-334 Creative 1,VOD,9111,15
CR-001001,CMP-334,CMP-334 Creative 2,Live,12284,60
CR-001002,CMP-334,CMP-334 Creative 3,VOD,12781,15
CR-001003,CMP-335,CMP-335 Creative 1,Live,13441,15
CR-001004,CMP-335,CMP-335 Creative 2,VOD,14199,30
CR-001005,CMP-335,CMP-335 Creative 3,Live,12409,15
CR-001006,CMP-336,CMP-336 Creative 1,VOD,8365,60
CR-001007,CMP-336,CMP-336 Creative 2,Live,13038,15
CR-001008,CMP-336,CMP-336 Creative 3,VOD,8859,15
CR-001009,CMP-337,CMP-337 Creative 1,Live,7446,15
CR-001010,CMP-337,CMP-337 Creative 2,VOD,11484,15
CR-001011,CMP-337,CMP-337 Creative 3,Live,6249,15
CR-001012,CMP-338,CMP-338 Creative 1,VOD,9443,15
CR-001013,CMP-338,CMP-338 Creative 2,Live,9623,30
CR-001014,CMP-338,CMP-338 Creative 3,VOD,13019,30
CR-001015,CMP-339,CMP-339 Creative 1,Live,11014,30
CR-001016,CMP-339,CMP-339 Creative 2,VOD,13464,60
CR-001017,CMP-339,CMP-339 Creative 3,Live,10973,30
CR-001018,CMP-340,CMP-340 Creative 1,VOD,13146,15
CR-001019,CMP-340,CMP-340 Creative 2,Live,11257,30
CR-001020,CMP-340,CMP-340 Creative 3,VOD,12193,60
CR-001021,CMP-341,CMP-341 Creative 1,Live,5469,30
CR-001022,CMP-341,CMP-341 Creative 2,VOD,12498,30
CR-001023,CMP-341,CMP-341 Creative 3,Live,9120,15
CR-001024,CMP-342,CMP-342 Creative 1,VOD,13727,15
CR-001025,CMP-342,CMP-342 Creative 2,Live,5771,15
CR-001026,CMP-342,CMP-342 Creative 3,VOD,10072,60
CR-001027,CMP-343,CMP-343 Creative 1,Live,14401,30
CR-001028,CMP-343,CMP-343 Creative 2,VOD,12052,60
CR-001029,CMP-343,CMP-343 Creative 3,Live,7132,60
CR-001030,CMP-344,CMP-344 Creative 1,VOD,10919,30
CR-001031,CMP-344,CMP-344 Creative 2,Live,6911,30
CR-001032,CMP-344,CMP-344 Creative 3,VOD,6565,30
CR-001033,CMP-345,CMP-345 Creative 1,Live,10230,15
CR-001034,CMP-345,CMP-345 Creative 2,VOD,12670,30
CR-001035,CMP-345,CMP-345 Creative 3,Live,12255,15
CR-001036,CMP-346,CMP-346 Creative 1,VOD,7011,30
CR-001037,CMP-346,CMP-346 Creative 2,Live,7456,30
CR-001038,CMP-346,CMP-346 Creative 3,VOD,8325,60
CR-001039,CMP-347,CMP-347 Creative 1,Live,11767,60
CR-001040,CMP-347,CMP-347 Creative 2,VOD,11586,30
CR-001041,CMP-347,CMP-347 Creative 3,Live,9142,30
CR-001042,CMP-348,CMP-348 Creative 1,VOD,8344,30
CR-001043,CMP-348,CMP-348 Creative 2,Live,5535,60
CR-001044,CMP-348,CMP-348 Creative 3,VOD,14072,30
CR-001045,CMP-349,CMP-349 Creative 1,Live,12889,15
CR-001046,CMP-349,CMP-349 Creative 2,VOD,14084,15
CR-001047,CMP-349,CMP-349 Creative 3,Live,5653,30
CR-001048,CMP-350,CMP-350 Creative 1,VOD,12948,15
CR-001049,CMP-350,CMP-350 Creative 2,Live,13474,15
CR-001050,CMP-350,CMP-350 Creative 3,VOD,12230,30
CR-001051,CMP-351,CMP-351 Creative 1,Live,11763,60
CR-001052,CMP-351,CMP-351 Creative 2,VOD,5202,15
CR-001053,CMP-351,CMP-351 Creative 3,Live,14469,60
CR-001054,CMP-352,CMP-352 Creative 1,VOD,13058,15
CR-001055,CMP-352,CMP-352 Creative 2,Live,9143,60
CR-001056,CMP-352,CMP-352 Creative 3,VOD,11242,15
CR-001057,CMP-353,CMP-353 Creative 1,Live,12458,30
CR-001058,CMP-353,CMP-353 Creative 2,VOD,12763,15
CR-001059,CMP-353,CMP-353 Creative 3,Live,12265,60
CR-001060,CMP-354,CMP-354 Creative 1,VOD,13543,60
CR-001061,CMP-354,CMP-354 Creative 2,Live,10130,15
CR-001062,CMP-354,CMP-354 Creative 3,VOD,5333,30
CR-001063,CMP-355,CMP-355 Creative 1,Live,7768,30
CR-001064,CMP-355,CMP-355 Creative 2,VOD,12789,15
CR-001065,CMP-355,CMP-355 Creative 3,Live,5716,60
CR-001066,CMP-356,CMP-356 Creative 1,VOD,7984,15
CR-001067,CMP-356,CMP-356 Creative 2,Live,11967,60
CR-001068,CMP-356,CMP-356 Creative 3,VOD,9476,15
CR-001069,CMP-357,CMP-357 Creative 1,Live,5142,15
CR-001070,CMP-357,CMP-357 Creative 2,VOD,10400,15
CR-001071,CMP-357,CMP-357 Creative 3,Live,13116,60
CR-001072,CMP-358,CMP-358 Creative 1,VOD,5849,30
CR-001073,CMP-358,CMP-358 Creative 2,Live,8309,30
CR-001074,CMP-358,CMP-358 Creative 3,VOD,10806,30
CR-001075,CMP-359,CMP-359 Creative 1,Live,13220,15
CR-001076,CMP-359,CMP-359 Creative 2,VOD,13426,15
CR-001077,CMP-359,CMP-359 Creative 3,Live,5256,60
CR-001078,CMP-360,CMP-360 Creative 1,VOD,5215,15
CR-001079,CMP-360,CMP-360 Creative 2,Live,6325,60
CR-001080,CMP-360,CMP-360 Creative 3,VOD,7351,30
CR-001081,CMP-361,CMP-361 Creative 1,Live,5684,15
CR-001082,CMP-361,CMP-361 Creative 2,VOD,12148,60
CR-001083,CMP-361,CMP-361 Creative 3,Live,10852,15
CR-001084,CMP-362,CMP-362 Creative 1,VOD,5444,60
CR-001085,CMP-362,CMP-362 Creative 2,Live,7099,60
CR-001086,CMP-362,CMP-362 Creative 3,VOD,5124,60
CR-001087,CMP-363,CMP-363 Creative 1,Live,13227,30
CR-001088,CMP-363,CMP-363 Creative 2,VOD,9841,15
CR-001089,CMP-363,CMP-363 Creative 3,Live,7042,15
CR-001090,CMP-364,CMP-364 Creative 1,VOD,10992,15
CR-001091,CMP-364,CMP-364 Creative 2,Live,11536,15
CR-001092,CMP-364,CMP-364 Creative 3,VOD,10133,15
CR-001093,CMP-365,CMP-365 Creative 1,Live,8946,15
CR-001094,CMP-365,CMP-365 Creative 2,VOD,14064,15
CR-001095,CMP-365,CMP-365 Creative 3,Live,11553,60
CR-001096,CMP-366,CMP-366 Creative 1,VOD,13908,30
CR-001097,CMP-366,CMP-366 Creative 2,Live,5952,30
CR-001098,CMP-366,CMP-366 Creative 3,VOD,8789,30
CR-001099,CMP-367,CMP-367 Creative 1,Live,9492,15
CR-001100,CMP-367,CMP-367 Creative 2,VOD,5604,30
CR-001101,CMP-367,CMP-367 Creative 3,Live,6553,30
CR-001102,CMP-368,CMP-368 Creative 1,VOD,11888,30
CR-001103,CMP-368,CMP-368 Creative 2,Live,12645,60
CR-001104,CMP-368,CMP-368 Creative 3,VOD,11098,15
CR-001105,CMP-369,CMP-369 Creative 1,Live,11033,60
CR-001106,CMP-369,CMP-369 Creative 2,VOD,5599,30
CR-001107,CMP-369,CMP-369 Creative 3,Live,6568,30
CR-001108,CMP-370,CMP-370 Creative 1,VOD,11558,30
CR-001109,CMP-370,CMP-370 Creative 2,Live,6170,15
CR-001110,CMP-370,CMP-370 Creative 3,VOD,10344,30
CR-001111,CMP-371,CMP-371 Creative 1,Live,12993,30
CR-001112,CMP-371,CMP-371 Creative 2,VOD,8752,60
CR-001113,CMP-371,CMP-371 Creative 3,Live,6592,15
CR-001114,CMP-372,CMP-372 Creative 1,VOD,10953,30
CR-001115,CMP-372,CMP-372 Creative 2,Live,6611,15
CR-001116,CMP-372,CMP-372 Creative 3,VOD,11186,15
CR-001117,CMP-373,CMP-373 Creative 1,Live,9283,30
CR-001118,CMP-373,CMP-373 Creative 2,VOD,10382,15
CR-001119,CMP-373,CMP-373 Creative 3,Live,8680,60
CR-001120,CMP-374,CMP-374 Creative 1,VOD,12990,60
CR-001121,CMP-374,CMP-374 Creative 2,Live,10635,15
CR-001122,CMP-374,CMP-374 Creative 3,VOD,7060,60
CR-001123,CMP-375,CMP-375 Creative 1,Live,5194,30
CR-001124,CMP-375,CMP-375 Creative 2,VOD,12277,30
CR-001125,CMP-375,CMP-375 Creative 3,Live,12720,15
CR-001126,CMP-376,CMP-376 Creative 1,VOD,14117,60
CR-001127,CMP-376,CMP-376 Creative 2,Live,9209,15
CR-001128,CMP-376,CMP-376 Creative 3,VOD,5943,30
CR-001129,CMP-377,CMP-377 Creative 1,Live,7770,15
CR-001130,CMP-377,CMP-377 Creative 2,VOD,10514,15
CR-001131,CMP-377,CMP-377 Creative 3,Live,9125,30
CR-001132,CMP-378,CMP-378 Creative 1,VOD,9366,30
CR-001133,CMP-378,CMP-378 Creative 2,Live,6757,60
CR-001134,CMP-378,CMP-378 Creative 3,VOD,6245,15
CR-001135,CMP-379,CMP-379 Creative 1,Live,6203,15
CR-001136,CMP-379,CMP-379 Creative 2,VOD,10788,60
CR-001137,CMP-379,CMP-379 Creative 3,Live,12269,15
CR-001138,CMP-380,CMP-380 Creative 1,VOD,11151,15
CR-001139,CMP-380,CMP-380 Creative 2,Live,12284,60
CR-001140,CMP-380,CMP-380 Creative 3,VOD,8291,30
CR-001141,CMP-381,CMP-381 Creative 1,Live,9919,15
CR-001142,CMP-381,CMP-381 Creative 2,VOD,6461,15
CR-001143,CMP-381,CMP-381 Creative 3,Live,5134,60
CR-001144,CMP-382,CMP-382 Creative 1,VOD,5747,60
CR-001145,CMP-382,CMP-382 Creative 2,Live,14034,15
CR-001146,CMP-382,CMP-382 Creative 3,VOD,8412,15
CR-001147,CMP-383,CMP-383 Creative 1,Live,7149,15
CR-001148,CMP-383,CMP-383 Creative 2,VOD,6024,60
CR-001149,CMP-383,CMP-383 Creative 3,Live,11207,30
CR-001150,CMP-384,CMP-384 Creative 1,VOD,5594,30
CR-001151,CMP-384,CMP-384 Creative 2,Live,9546,30
CR-001152,CMP-384,CMP-384 Creative 3,VOD,5703,15
CR-001153,CMP-385,CMP-385 Creative 1,Live,13855,30
CR-001154,CMP-385,CMP-385 Creative 2,VOD,13880,30
CR-001155,CMP-385,CMP-385 Creative 3,Live,13121,15
CR-001156,CMP-386,CMP-386 Creative 1,VOD,7719,60
CR-001157,CMP-386,CMP-386 Creative 2,Live,9539,15
CR-001158,CMP-386,CMP-386 Creative 3,VOD,5353,60
CR-001159,CMP-387,CMP-387 Creative 1,Live,9680,60
CR-001160,CMP-387,CMP-387 Creative 2,VOD,7940,60
CR-001161,CMP-387,CMP-387 Creative 3,Live,8712,60
CR-001162,CMP-388,CMP-388 Creative 1,VOD,14008,60
CR-001163,CMP-388,CMP-388 Creative 2,Live,13341,60
CR-001164,CMP-388,CMP-388 Creative 3,VOD,12632,30
CR-001165,CMP-389,CMP-389 Creative 1,Live,12518,30
CR-001166,CMP-389,CMP-389 Creative 2,VOD,8762,30
CR-001167,CMP-389,CMP-389 Creative 3,Live,5979,30
CR-001168,CMP-390,CMP-390 Creative 1,VOD,5452,15
CR-001169,CMP-390,CMP-390 Creative 2,Live,11415,30
CR-001170,CMP-390,CMP-390 Creative 3,VOD,13961,30
CR-001171,CMP-391,CMP-391 Creative 1,Live,7051,60
CR-001172,CMP-391,CMP-391 Creative 2,VOD,12711,60
CR-001173,CMP-391,CMP-391 Creative 3,Live,5320,15
CR-001174,CMP-392,CMP-392 Creative 1,VOD,10868,60
CR-001175,CMP-392,CMP-392 Creative 2,Live,7336,30
CR-001176,CMP-392,CMP-392 Creative 3,VOD,12077,30
CR-001177,CMP-393,CMP-393 Creative 1,Live,12381,15
CR-001178,CMP-393,CMP-393 Creative 2,VOD,13208,30
CR-001179,CMP-393,CMP-393 Creative 3,Live,7552,60
CR-001180,CMP-394,CMP-394 Creative 1,VOD,10406,60
CR-001181,CMP-394,CMP-394 Creative 2,Live,9962,60
CR-001182,CMP-394,CMP-394 Creative 3,VOD,6968,60
CR-001183,CMP-395,CMP-395 Creative 1,Live,10450,15
CR-001184,CMP-395,CMP-395 Creative 2,VOD,12438,30
CR-001185,CMP-395,CMP-395 Creative 3,Live,6097,60
CR-001186,CMP-396,CMP-396 Creative 1,VOD,8987,30
CR-001187,CMP-396,CMP-396 Creative 2,Live,6323,15
CR-001188,CMP-396,CMP-396 Creative 3,VOD,7964,15
CR-001189,CMP-397,CMP-397 Creative 1,Live,8863,15
CR-001190,CMP-397,CMP-397 Creative 2,VOD,5404,30
CR-001191,CMP-397,CMP-397 Creative 3,Live,7001,15
CR-001192,CMP-398,CMP-398 Creative 1,VOD,12073,30
CR-001193,CMP-398,CMP-398 Creative 2,Live,9131,60
CR-001194,CMP-398,CMP-398 Creative 3,VOD,9271,30
CR-001195,CMP-399,CMP-399 Creative 1,Live,7873,30
CR-001196,CMP-399,CMP-399 Creative 2,VOD,12096,15
CR-001197,CMP-399,CMP-399 Creative 3,Live,8326,60
CR-001198,CMP-400,CMP-400 Creative 1,VOD,9665,60
CR-001199,CMP-400,CMP-400 Creative 2,Live,5458,30
CR-001200,CMP-400,CMP-400 Creative 3,VOD,5270,60
CR-001201,CMP-401,CMP-401 Creative 1,Live,5207,30
CR-001202,CMP-401,CMP-401 Creative 2,VOD,6052,60
CR-001203,CMP-401,CMP-401 Creative 3,Live,14419,15
CR-001204,CMP-402,CMP-402 Creative 1,VOD,7172,30
CR-001205,CMP-402,CMP-402 Creative 2,Live,13565,15
CR-001206,CMP-402,CMP-402 Creative 3,VOD,13135,30
CR-001207,CMP-403,CMP-403 Creative 1,Live,13483,15
CR-001208,CMP-403,CMP-403 Creative 2,VOD,9131,30
CR-001209,CMP-403,CMP-403 Creative 3,Live,13455,15
CR-001210,CMP-404,CMP-404 Creative 1,VOD,9833,15
CR-001211,CMP-404,CMP-404 Creative 2,Live,10722,60
CR-001212,CMP-404,CMP-404 Creative 3,VOD,11239,30
CR-001213,CMP-405,CMP-405 Creative 1,Live,12185,30
CR-001214,CMP-405,CMP-405 Creative 2,VOD,14399,30
CR-001215,CMP-405,CMP-405 Creative 3,Live,8486,60
CR-001216,CMP-406,CMP-406 Creative 1,VOD,10613,15
CR-001217,CMP-406,CMP-406 Creative 2,Live,8421,30
CR-001218,CMP-406,CMP-406 Creative 3,VOD,6031,30
CR-001219,CMP-407,CMP-407 Creative 1,Live,6716,60
CR-001220,CMP-407,CMP-407 Creative 2,VOD,5409,60
CR-001221,CMP-407,CMP-407 Creative 3,Live,13427,60
CR-001222,CMP-408,CMP-408 Creative 1,VOD,10213,60
CR-001223,CMP-408,CMP-408 Creative 2,Live,13301,30
CR-001224,CMP-408,CMP-408 Creative 3,VOD,13698,15
CR-001225,CMP-409,CMP-409 Creative 1,Live,6689,30
CR-001226,CMP-409,CMP-409 Creative 2,VOD,13661,30
CR-001227,CMP-409,CMP-409 Creative 3,Live,11697,15
CR-001228,CMP-410,CMP-410 Creative 1,VOD,10883,15
CR-001229,CMP-410,CMP-410 Creative 2,Live,7439,30
CR-001230,CMP-410,CMP-410 Creative 3,VOD,7217,30
CR-001231,CMP-411,CMP-411 Creative 1,Live,5704,30
CR-001232,CMP-411,CMP-411 Creative 2,VOD,5575,15
CR-001233,CMP-411,CMP-411 Creative 3,Live,11679,60
CR-001234,CMP-412,CMP-412 Creative 1,VOD,9266,30
CR-001235,CMP-412,CMP-412 Creative 2,Live,10409,30
CR-001236,CMP-412,CMP-412 Creative 3,VOD,6823,30
CR-001237,CMP-413,CMP-413 Creative 1,Live,14474,30
CR-001238,CMP-413,CMP-413 Creative 2,VOD,5090,30
CR-001239,CMP-413,CMP-413 Creative 3,Live,9178,60
CR-001240,CMP-414,CMP-414 Creative 1,VOD,8529,15
CR-001241,CMP-414,CMP-414 Creative 2,Live,9063,15
CR-001242,CMP-414,CMP-414 Creative 3,VOD,5442,60
CR-001243,CMP-415,CMP-415 Creative 1,Live,8192,60
CR-001244,CMP-415,CMP-415 Creative 2,VOD,7564,60
CR-001245,CMP-415,CMP-415 Creative 3,Live,8396,15
CR-001246,CMP-416,CMP-416 Creative 1,VOD,12151,60
CR-001247,CMP-416,CMP-416 Creative 2,Live,11507,60
CR-001248,CMP-416,CMP-416 Creative 3,VOD,12340,30
CR-001249,CMP-417,CMP-417 Creative 1,Live,12631,60
CR-001250,CMP-417,CMP-417 Creative 2,VOD,13186,60
CR-001251,CMP-417,CMP-417 Creative 3,Live,8929,30
CR-001252,CMP-418,CMP-418 Creative 1,VOD,6831,15
CR-001253,CMP-418,CMP-418 Creative 2,Live,7235,15
CR-001254,CMP-418,CMP-418 Creative 3,VOD,10869,15
CR-001255,CMP-419,CMP-419 Creative 1,Live,7021,30
CR-001256,CMP-419,CMP-419 Creative 2,VOD,5631,30
CR-001257,CMP-419,CMP-419 Creative 3,Live,10792,30
CR-001258,CMP-420,CMP-420 Creative 1,VOD,9218,30
CR-001259,CMP-420,CMP-420 Creative 2,Live,9122,60
CR-001260,CMP-420,CMP-420 Creative 3,VOD,6719,30
CR-001261,CMP-421,CMP-421 Creative 1,Live,13359,30
CR-001262,CMP-421,CMP-421 Creative 2,VOD,6248,30
CR-001263,CMP-421,CMP-421 Creative 3,Live,14102,60
CR-001264,CMP-422,CMP-422 Creative 1,VOD,8525,30
CR-001265,CMP-422,CMP-422 Creative 2,Live,10540,30
CR-001266,CMP-422,CMP-422 Creative 3,VOD,12431,60
CR-001267,CMP-423,CMP-423 Creative 1,Live,7861,60
CR-001268,CMP-423,CMP-423 Creative 2,VOD,7059,30
CR-001269,CMP-423,CMP-423 Creative 3,Live,12877,30
CR-001270,CMP-424,CMP-424 Creative 1,VOD,5503,30
CR-001271,CMP-424,CMP-424 Creative 2,Live,6781,60
CR-001272,CMP-424,CMP-424 Creative 3,VOD,5691,15
CR-001273,CMP-425,CMP-425 Creative 1,Live,6872,15
CR-001274,CMP-425,CMP-425 Creative 2,VOD,5947,60
CR-001275,CMP-425,CMP-425 Creative 3,Live,8869,15
CR-001276,CMP-426,CMP-426 Creative 1,VOD,6809,30
CR-001277,CMP-426,CMP-426 Creative 2,Live,5594,30
CR-001278,CMP-426,CMP-426 Creative 3,VOD,7199,15
CR-001279,CMP-427,CMP-427 Creative 1,Live,11948,15
CR-001280,CMP-427,CMP-427 Creative 2,VOD,11426,60
CR-001281,CMP-427,CMP-427 Creative 3,Live,10006,30
CR-001282,CMP-428,CMP-428 Creative 1,VOD,12454,60
CR-001283,CMP-428,CMP-428 Creative 2,Live,6337,30
CR-001284,CMP-428,CMP-428 Creative 3,VOD,8381,15
CR-001285,CMP-429,CMP-429 Creative 1,Live,8849,60
CR-001286,CMP-429,CMP-429 Creative 2,VOD,7496,30
